p4_4,origin_country_code,age,destination_country_code,year,p4_9,p4_9c,year_return,cond_resid,doc_mig,ent,tam_loc,tpo_mig,fac_hog,sex,motive,category,status,socioeconomic_level,origin_country,destination_country
1,32,2,408,20,1,32,2020,2,1.0,32,3,,164,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Haiti
1,24,2,301,29,1,32,2019,2,,32,3,,172,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,32,1,418,26,1,32,2022,2,2.0,32,3,,200,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,32,1,418,24,1,32,2020,2,2.0,32,3,,200,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,32,1,101,28,1,32,2023,1,1.0,32,3,4.0,200,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,32,2,301,23,1,32,2019,2,1.0,32,3,,116,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,32,1,301,21,1,32,2020,2,1.0,32,3,,116,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,32,1,201,33,1,32,2022,2,2.0,32,3,,245,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,32,1,301,32,1,32,2018,2,1.0,32,3,,176,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,32,1,201,35,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,39,1,32,2023,2,2.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,28,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,32,1,101,34,1,32,2019,1,1.0,32,4,17.0,154,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,201,25,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,48,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,35,1,32,2018,1,1.0,32,4,43.0,154,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,221,1,301,14,1,32,2018,1,1.0,32,4,43.0,154,Male,Job search,Economic,Established,Low,Mexico,United States
1,32,2,301,9,1,32,2018,1,1.0,32,4,43.0,154,Female,Job search,Economic,Established,Low,Mexico,United States
1,32,1,301,11,1,32,2018,1,1.0,32,4,43.0,154,Male,Job search,Economic,Established,Low,Mexico,United States
1,24,2,201,36,1,32,2018,1,1.0,32,4,43.0,154,Female,Job search,Economic,Established,Low,Mexico,Guatemala
1,32,1,201,29,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,10,1,201,36,1,32,2021,2,2.0,32,4,,136,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,41,1,32,2021,2,2.0,32,4,,136,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,418,30,1,32,2022,1,1.0,32,4,8.0,136,Male,Job search,Economic,Established,Low,Mexico,Other Caribbean
1,32,1,201,25,1,32,2023,2,1.0,32,4,,160,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,101,39,1,32,2021,1,1.0,32,4,4.0,160,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,20,1,32,2023,2,1.0,32,4,,160,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,48,1,32,2020,2,2.0,32,4,,149,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,17,1,32,2021,2,2.0,32,4,,149,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,2,301,26,1,32,2022,2,1.0,32,4,,149,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,43,1,32,2022,2,2.0,32,4,,149,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,10,1,201,40,1,32,2022,2,2.0,32,4,,135,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,10,1,201,28,1,32,2020,2,2.0,32,4,,135,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,10,2,201,61,1,32,2023,2,1.0,32,4,,135,Female,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,24,1,32,2021,2,2.0,32,4,,135,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,75,1,32,2020,1,1.0,32,4,37.0,135,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,2,301,20,1,32,2020,2,1.0,32,4,,141,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,34,1,32,2021,2,2.0,32,4,,291,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,18,1,32,2023,2,2.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,2,424,68,1,32,2023,2,1.0,32,4,,208,Female,Job search,Economic,Returned,Low,Mexico,Aruba
1,32,1,201,49,1,32,2023,2,2.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,16,1,32,2023,2,2.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,31,1,32,2023,2,2.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,14,1,201,33,1,32,2022,2,1.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,29,1,32,2022,2,2.0,32,4,,208,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,31,1,32,2022,2,2.0,32,4,,169,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,1,1,201,35,1,32,2020,2,1.0,32,4,,169,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,36,1,32,2022,2,2.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,46,1,32,2022,2,2.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,2,416,58,1,32,2023,2,1.0,32,4,,159,Female,Job search,Economic,Returned,Low,Mexico,Barbados
1,1,1,301,27,1,32,2022,2,9.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,24,1,32,2021,1,2.0,32,4,27.0,159,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,1,1,301,20,1,32,2021,2,1.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,United States
1,1,1,201,30,1,32,2023,2,1.0,32,4,,187,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,1,101,49,1,25,2022,1,1.0,25,1,1.0,229,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,25,2,303,19,1,25,2019,2,1.0,25,1,,322,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Puerto Rico
1,25,2,201,46,1,25,2022,2,1.0,25,1,,322,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,25,1,201,29,1,25,2020,9,2.0,25,1,,270,Male,Job search,Economic,Established,Upper-Middle,Mexico,Guatemala
1,221,1,301,14,1,25,2023,2,1.0,25,1,,270,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,25,1,101,38,2,21,2021,1,1.0,25,1,5.0,269,Male,Family reunification,Social,Established,Upper-Middle,Mexico,Mexico
1,25,2,201,24,1,25,2023,1,1.0,25,1,1.0,307,Female,Job search,Economic,Established,Upper-Middle,Mexico,Guatemala
1,14,1,301,32,1,25,2022,2,,25,1,,255,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,221,1,301,24,1,25,2021,2,1.0,25,1,,292,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,25,1,301,27,1,25,2023,2,2.0,25,1,,219,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,11,2,301,24,1,25,2018,2,1.0,25,1,,317,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,221,1,201,53,1,25,2022,2,1.0,25,1,,242,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,221,1,301,24,1,25,2020,1,1.0,25,1,38.0,280,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,26,1,201,42,1,25,2022,2,,25,1,,280,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,25,2,301,26,1,25,2022,2,1.0,25,1,,261,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,25,1,408,25,1,25,2022,2,2.0,25,1,,233,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Haiti
1,10,1,501,29,1,25,2023,1,1.0,25,1,2.0,187,Male,Job search,Economic,Established,Upper-Middle,Mexico,Colombia
1,25,2,401,45,1,25,2023,2,,25,1,,258,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Cuba
1,25,2,101,27,1,25,2021,1,1.0,25,1,8.0,213,Female,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,221,2,301,1,1,25,2021,1,1.0,25,1,8.0,213,Female,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,25,2,401,39,1,25,2023,2,1.0,25,1,,261,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Cuba
1,25,1,301,34,1,25,2023,2,1.0,25,1,,148,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,25,1,101,55,1,25,2022,1,1.0,25,1,0.0,258,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,10,1,101,33,1,25,2023,2,1.0,25,1,,300,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Mexico
1,25,1,301,25,1,25,2021,2,2.0,25,2,,356,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,25,1,418,34,1,25,2021,2,1.0,25,2,,272,Male,Job search,Economic,Returned,Middle,Mexico,Other Caribbean
1,25,1,301,24,1,25,2022,2,,25,2,,180,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,25,1,101,29,1,25,2022,1,1.0,25,2,7.0,276,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,25,1,301,44,1,25,2023,2,,25,2,,276,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,25,2,301,36,1,25,2023,1,1.0,25,2,0.0,221,Female,Job search,Economic,Established,Middle,Mexico,United States
1,221,1,301,18,1,25,2018,2,1.0,25,2,,248,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,25,2,401,43,1,25,2023,2,1.0,25,2,,252,Female,Job search,Economic,Returned,Middle,Mexico,Cuba
1,25,1,403,24,1,25,2022,2,2.0,25,2,,252,Male,Job search,Economic,Returned,Middle,Mexico,Dominican Republic
1,25,2,403,27,1,25,2022,2,1.0,25,2,,252,Female,Job search,Economic,Returned,Middle,Mexico,Dominican Republic
1,25,1,201,26,1,25,2022,2,2.0,25,2,,252,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,25,1,301,30,1,25,2020,2,1.0,25,2,,250,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,25,2,301,25,1,25,2022,1,1.0,25,2,5.0,203,Female,Job search,Economic,Established,Middle,Mexico,United States
1,25,1,301,26,1,25,2019,1,2.0,25,3,6.0,254,Male,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,25,1,101,36,1,25,2023,2,1.0,25,3,,254,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,20,1,101,49,1,25,2022,2,2.0,25,3,,254,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Mexico
1,25,1,418,28,1,25,2023,2,,25,3,,251,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,25,1,301,38,1,25,2020,2,1.0,25,3,,221,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,25,1,301,31,1,25,2020,2,2.0,25,3,,267,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,32,1,201,37,1,32,2020,2,2.0,32,3,,176,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,32,1,201,22,1,32,2021,2,1.0,32,4,,169,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,501,26,1,32,2023,2,1.0,32,4,,166,Male,Job search,Economic,Returned,Low,Mexico,Colombia
1,32,1,301,26,1,32,2023,2,1.0,32,4,,166,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,33,1,32,2022,2,1.0,32,4,,166,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,32,2,418,35,1,32,2022,2,1.0,32,4,,126,Female,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,221,2,408,14,1,32,2022,2,1.0,32,4,,126,Female,Job search,Economic,Returned,Low,Mexico,Haiti
1,32,1,301,26,1,32,2023,2,2.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,301,20,1,32,2022,2,2.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,301,19,1,32,2019,2,1.0,32,4,,159,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,42,1,32,2022,2,1.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,36,1,32,2022,2,2.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,25,1,32,2022,1,1.0,32,4,3.0,147,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,11,1,301,37,1,32,2021,2,2.0,32,4,,188,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,31,1,32,2023,2,2.0,32,4,,188,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,14,1,201,26,1,32,2020,2,1.0,32,4,,188,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,44,1,32,2019,1,1.0,32,4,41.0,188,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,101,38,1,32,2020,1,2.0,32,4,36.0,188,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,22,1,32,2020,2,1.0,32,4,,188,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,58,1,32,2023,1,1.0,32,4,4.0,150,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,221,2,301,19,1,32,2023,2,1.0,32,4,,150,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,418,35,1,32,2021,2,1.0,32,4,,150,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,32,1,101,34,1,32,2018,1,1.0,32,4,9.0,147,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,101,36,1,32,2021,1,2.0,32,4,19.0,147,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,416,61,1,32,2023,2,1.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,Barbados
1,32,2,416,59,1,32,2022,2,1.0,32,4,,147,Female,Job search,Economic,Returned,Low,Mexico,Barbados
1,32,1,201,40,1,32,2021,2,2.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,42,1,32,2021,2,2.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,25,1,32,2022,2,2.0,32,4,,147,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,2,408,32,1,32,2022,1,1.0,32,4,3.0,145,Female,Job search,Economic,Established,Low,Mexico,Haiti
1,32,2,201,59,1,32,2021,1,1.0,32,4,99.0,155,Female,Job search,Economic,Established,Low,Mexico,Guatemala
1,32,1,101,66,1,32,2022,1,1.0,32,4,8.0,155,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,35,1,32,2021,1,1.0,32,4,9.0,120,Male,Job search,Economic,Established,Low,Mexico,United States
1,32,1,201,47,1,32,2023,2,1.0,32,4,,246,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,9,2,301,31,1,32,2022,2,2.0,32,4,,125,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,303,32,1,32,2023,2,1.0,32,4,,174,Male,Job search,Economic,Returned,Low,Mexico,Puerto Rico
1,32,1,301,21,1,32,2022,2,1.0,32,4,,174,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,29,1,32,2022,2,2.0,32,4,,186,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,44,1,32,2023,2,1.0,32,4,,186,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,19,1,32,2023,2,1.0,32,4,,168,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,36,1,32,2023,2,1.0,32,4,,168,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,18,1,32,2022,2,2.0,32,4,,168,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,301,37,1,32,2022,2,2.0,32,4,,137,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,58,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,52,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,46,1,32,2019,2,2.0,32,4,,149,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,32,1,32,2023,2,1.0,32,4,,151,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,201,25,1,32,2023,2,1.0,32,4,,141,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,24,2,301,27,1,32,2022,2,2.0,32,4,,147,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,40,1,32,2021,2,2.0,32,4,,140,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,32,1,301,18,1,32,2019,2,1.0,32,4,,140,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,418,23,1,32,2021,2,2.0,32,4,,174,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,32,1,201,48,1,32,2023,2,1.0,32,4,,183,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,51,1,32,2023,2,1.0,32,4,,183,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,49,1,32,2023,2,1.0,32,4,,183,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,32,1,301,25,1,32,2022,1,1.0,32,4,10.0,183,Male,Job search,Economic,Established,Low,Mexico,United States
1,32,1,301,21,1,32,2022,2,2.0,32,4,,183,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,418,29,1,32,2021,2,2.0,32,4,,189,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,32,1,201,26,1,32,2022,2,2.0,32,4,,189,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,37,1,32,2021,1,2.0,32,4,24.0,194,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,24,1,101,37,1,32,2021,1,2.0,32,4,19.0,194,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,20,1,32,2021,2,2.0,32,4,,194,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,301,29,1,32,2021,2,2.0,32,4,,203,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,33,1,32,2021,1,2.0,32,4,29.0,203,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,19,1,32,2022,2,1.0,32,4,,203,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,301,19,1,32,2021,2,2.0,32,4,,203,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,32,1,32,2022,2,2.0,32,4,,203,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,2,301,19,1,32,2023,2,1.0,32,4,,203,Female,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,101,17,1,32,2020,1,2.0,32,4,21.0,203,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,301,48,1,32,2022,2,2.0,32,4,,121,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,201,28,1,32,2022,2,2.0,32,4,,179,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,30,1,32,2023,2,1.0,32,4,,179,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,25,1,32,2022,2,2.0,32,4,,179,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,20,1,32,2021,2,2.0,32,4,,148,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,2,201,58,1,32,2023,2,1.0,32,4,,148,Female,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,101,32,1,32,2020,1,2.0,32,4,14.0,148,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,201,44,1,32,2023,2,2.0,32,4,,190,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,23,1,32,2021,2,2.0,32,4,,190,Male,Job search,Economic,Returned,Low,Mexico,United States
1,32,1,501,36,1,32,2020,2,2.0,32,4,,190,Male,Job search,Economic,Returned,Low,Mexico,Colombia
1,221,1,408,18,1,32,2021,2,1.0,32,4,,142,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,221,1,408,17,1,32,2023,2,1.0,32,4,,142,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,32,1,201,32,1,32,2020,2,2.0,32,4,,142,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,401,49,1,32,2023,2,1.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Cuba
1,32,1,101,66,1,32,2022,1,1.0,32,4,6.0,154,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,418,45,1,32,2020,2,2.0,32,4,,154,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,32,1,301,24,1,32,2022,2,2.0,32,4,,133,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,101,33,1,32,2023,1,1.0,32,4,2.0,180,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,201,29,1,32,2023,2,1.0,32,4,,180,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,201,45,1,32,2021,2,1.0,32,4,,180,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,32,1,301,22,1,32,2022,2,1.0,32,4,,180,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,201,50,1,25,2020,2,9.0,25,3,,267,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,25,2,301,28,1,25,2021,2,1.0,25,3,,269,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,25,1,301,28,1,25,2020,2,1.0,25,3,,243,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,20,1,201,40,1,25,2021,2,2.0,25,3,,256,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,25,1,101,35,1,25,2022,1,1.0,25,3,4.0,243,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,25,1,201,29,1,25,2023,2,1.0,25,3,,300,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,221,2,303,17,1,25,2022,2,1.0,25,3,,178,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Puerto Rico
1,25,1,201,50,1,25,2023,2,1.0,25,3,,271,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,25,1,201,26,1,25,2023,1,1.0,25,3,1.0,271,Male,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,25,1,201,35,1,25,2022,2,1.0,25,3,,241,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,25,1,101,43,1,25,2020,1,1.0,25,3,2.0,220,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,25,1,501,999,1,25,2023,2,9.0,25,3,,301,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Colombia
1,25,1,101,35,1,25,2022,1,1.0,25,4,5.0,252,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,25,1,401,46,1,25,2023,2,1.0,25,4,,252,Male,Job search,Economic,Returned,Low,Mexico,Cuba
1,25,2,401,45,1,25,2023,2,1.0,25,4,,252,Female,Job search,Economic,Returned,Low,Mexico,Cuba
1,25,2,403,32,1,25,2021,2,1.0,25,4,,252,Female,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,25,1,301,38,1,25,2021,2,2.0,25,4,,260,Male,Job search,Economic,Returned,Low,Mexico,United States
1,10,2,424,70,1,25,2019,2,1.0,25,4,,277,Female,Job search,Economic,Returned,Low,Mexico,Aruba
1,25,1,301,24,1,25,2019,1,2.0,25,4,39.0,236,Male,Job search,Economic,Established,Low,Mexico,United States
1,25,1,201,45,1,25,2020,2,2.0,25,4,,236,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,1,408,18,1,25,2022,2,2.0,25,4,,236,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,25,1,101,46,1,25,2023,1,,25,4,6.0,282,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,25,2,201,63,1,25,2023,2,2.0,25,4,,282,Female,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,1,101,18,1,25,2020,1,1.0,25,4,5.0,288,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,25,1,101,26,1,25,2023,2,1.0,25,4,,288,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,25,1,411,15,1,25,2022,2,2.0,25,4,,288,Male,Job search,Economic,Returned,Low,Mexico,Other
1,25,1,301,34,1,25,2022,2,1.0,25,4,,230,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,201,31,1,25,2022,2,2.0,25,4,,284,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,2,301,31,1,25,2019,2,1.0,25,4,,253,Female,Job search,Economic,Returned,Low,Mexico,United States
1,25,2,101,69,1,25,2023,1,1.0,25,4,4.0,255,Female,Job search,Economic,Established,Low,Mexico,Mexico
1,25,1,101,55,1,25,2023,1,1.0,25,4,5.0,202,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,25,1,301,24,1,25,2023,2,1.0,25,4,,202,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,301,14,1,25,2020,1,1.0,25,4,35.0,202,Male,Job search,Economic,Established,Low,Mexico,United States
1,25,1,201,36,1,25,2023,2,2.0,25,4,,258,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,301,28,1,25,2023,2,1.0,25,4,,307,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,2,301,25,1,25,2023,2,1.0,25,4,,307,Female,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,301,14,1,25,2020,2,1.0,25,4,,307,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,301,32,1,25,2021,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,301,26,1,25,2020,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,301,22,1,25,2021,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,United States
1,25,1,408,19,1,25,2023,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,Haiti
1,25,1,301,21,1,25,2023,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,United States
1,221,1,201,42,1,25,2023,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,1,201,36,1,25,2021,2,2.0,25,4,,345,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,25,1,403,20,1,25,2022,2,1.0,25,4,,348,Male,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,32,1,101,33,1,32,2023,2,1.0,32,4,,180,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,32,1,101,44,1,32,2022,1,1.0,32,4,6.0,180,Male,Job search,Economic,Established,Low,Mexico,Mexico
