"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"1800736","02","1","01","180073602101","","1800736021","180073602","18","1","1","1","018","2","4","408","016","1","018","08","2022","1","221","1","01","1","5","05","1","221","1","01","","","","","","","","",114,"1","1","4","1","1","2","","","2","342","08395"
"1800798","04","1","01","180079804101","180079804101","1800798041","180079804","18","1","1","1","018","1","1","101","048","1","018","06","2021","1","221","1","01","2","2","02","2","260","","","1","001","08","2023","9","12","1","01",103,"1","1","10","3","1","1","26","2","3","343","08406"
"1800844","04","1","01","180084404101","","1800844041","180084404","18","1","1","1","018","1","3","301","022","1","018","06","2023","1","221","1","01","3","1","01","1","221","1","01","","","","","","","","",99,"1","1","5","2","1","2","","","4","344","08414"
"1800941","04","1","01","180094104101","180094104101","1800941041","180094104","18","1","1","1","018","1","1","101","044","1","018","09","2019","1","221","2","02","3","1","01","2","260","","","2","002","02","2022","3","03","1","01",104,"1","1","9","3","1","1","29","2","2","342","08437"
"1800950","03","1","01","180095003101","180095003101","1800950031","180095003","18","1","1","1","018","1","1","101","028","1","018","03","2020","1","221","7","48","6","1","01","2","260","","","7","048","10","2021","3","03","1","01",104,"1","1","6","2","1","1","19","2","3","343","08439"
"1800951","02","1","01","180095102101","","1800951021","180095102","18","1","1","2","025","1","2","201","038","1","018","02","2019","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",104,"1","1","8","3","2","2","","","2","342","08440"
"1800951","02","1","02","180095102102","","1800951021","180095102","18","1","1","3","221","2","3","301","013","1","018","05","2021","1","221","1","01","6","5","05","1","221","1","01","","","","","","","","",104,"1","1","3","1","1","2","","","2","342","08440"
"1800951","03","1","01","180095103101","","1800951031","180095103","18","1","1","1","018","1","2","201","026","1","018","10","2022","1","221","7","34","2","2","02","1","221","7","34","","","","","","","","",104,"1","1","6","2","1","2","","","2","342","08440"
"1801038","07","1","01","180103807101","","1801038071","180103807","18","2","1","1","018","2","3","301","023","1","018","12","2018","1","221","7","34","2","2","02","1","221","7","34","","","","","","","","",103,"1","1","5","2","1","2","","","2","347","08453"
"1801038","17","1","01","180103817101","","1801038171","180103817","18","2","1","1","018","1","3","301","021","1","018","06","2021","1","221","1","01","3","1","01","1","221","1","01","","","","","","","","",103,"1","1","5","2","1","2","","","2","347","08453"
"1801042","05","2","01","180104205201","","1801042052","180104205","18","2","1","1","018","1","8","403","023","1","018","09","2022","1","221","4","04","7","1","01","1","221","4","04","","","","","","","","",136,"1","1","5","2","2","2","","","2","347","08454"
"1801048","06","1","01","180104806101","","1801048061","180104806","18","2","1","1","018","1","8","413","019","1","018","09","2021","1","221","1","01","9","1","01","2","260","","","1","001","02","2023","3","03","2","",114,"1","1","4","2","9","1","17","2","2","347","08456"
"1801048","16","1","01","180104816101","180104816102","1801048161","180104816","18","2","1","1","018","1","3","301","025","1","018","12","2019","1","221","1","01","2","2","02","2","260","","","1","001","06","2022","3","03","1","02",114,"1","1","6","2","1","1","30","2","2","347","08456"
"1801053","01","1","01","180105301101","180105301101","1801053011","180105301","18","2","1","1","018","1","1","101","040","1","018","10","2019","1","221","7","12","2","2","02","2","260","","","7","012","12","2020","3","03","1","01",128,"1","1","9","3","1","1","14","2","2","347","08457"
"1801053","02","1","01","180105302101","","1801053021","180105302","18","2","1","1","018","2","3","301","037","1","018","11","2022","2","213","","","","1","01","3","213","","","","","","","","","","",128,"1","1","8","3","","2","","","2","347","08457"
"1801057","14","1","01","180105714101","","1801057141","180105714","18","2","1","1","018","1","1","101","035","1","018","08","2021","1","221","1","01","7","2","02","1","221","1","01","","","","","","","","",152,"1","1","8","3","2","2","","","2","347","08458"
"1801060","18","1","01","180106018101","180106018101","1801060181","180106018","18","2","1","1","018","1","1","101","036","1","018","05","2023","1","221","7","12","3","1","01","2","260","","","7","012","08","2023","3","03","1","01",136,"1","1","8","3","1","1","03","1","2","347","08459"
"1801114","01","1","01","180111401101","","1801114011","180111401","18","2","1","1","018","1","3","301","030","1","018","08","2023","1","221","3","06","2","2","02","1","221","3","06","","","","","","","","",113,"1","1","7","3","1","2","","","2","345","08460"
"1801120","01","1","01","180112001101","","1801120011","180112001","18","2","1","1","018","1","3","301","014","1","018","06","2023","1","221","1","01","7","3","03","1","221","1","01","","","","","","","","",113,"1","1","3","1","2","2","","","2","345","08461"
"1801123","03","1","01","180112303101","","1801123031","180112303","18","2","1","1","018","2","8","401","033","1","018","08","2022","1","221","7","10","3","1","01","1","221","7","15","","","","","","","","",99,"1","1","7","3","1","2","","","2","345","08463"
"1801127","01","1","01","180112701101","180112701102","1801127011","180112701","18","2","1","1","018","2","2","201","020","1","018","06","2019","2","213","","","","1","01","2","260","","","8","213","01","2020","3","03","1","02",203,"1","1","5","2","","1","07","1","3","346","08465"
"1801134","02","1","01","180113402101","","1801134021","180113402","18","2","1","1","018","1","2","201","023","1","018","09","2021","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",110,"1","1","5","2","1","2","","","3","346","08466"
"1801203","02","1","01","180120302101","180120302101","1801203021","180120302","18","2","1","2","025","1","1","101","038","1","018","08","2018","1","221","1","01","3","2","02","2","260","","","1","001","11","2018","3","03","1","01",112,"1","1","8","3","1","1","03","1","3","346","08478"
"1801207","02","1","01","180120702101","180120702101","1801207021","180120702","18","2","1","1","018","1","1","101","057","1","018","10","2022","1","221","1","01","3","3","03","2","260","","","1","001","11","2022","3","03","1","01",155,"1","1","12","3","1","1","01","1","3","346","08479"
"1801244","18","1","01","180124418101","","1801244181","180124418","18","2","1","3","221","1","4","408","022","1","018","04","2022","1","221","7","12","5","1","01","1","221","7","12","","","","","","","","",127,"1","1","5","2","1","2","","","3","348","08484"
"1801253","07","1","01","180125307101","180125307102","1801253071","180125307","18","2","1","2","025","1","2","201","045","1","018","08","2022","1","221","7","23","2","2","02","2","260","","","7","023","09","2023","2","02","1","02",106,"1","1","10","3","1","1","13","2","2","347","08485"
"1801254","01","1","01","180125401101","","1801254011","180125401","18","2","1","1","018","1","2","201","064","1","018","06","2023","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",121,"1","1","13","4","1","2","","","2","347","08486"
"1801254","07","1","01","180125407101","180125407103","1801254071","180125407","18","2","1","1","018","1","3","301","037","1","018","09","2021","1","221","7","38","2","2","02","2","260","","","7","038","09","2022","2","02","1","03",121,"1","1","8","3","1","1","12","2","2","347","08486"
"1801254","10","2","01","180125410201","","1801254102","180125410","18","2","1","2","014","1","2","201","039","1","018","08","2022","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",121,"1","1","8","3","1","2","","","2","347","08486"
"1801254","12","1","01","180125412101","","1801254121","180125412","18","2","1","1","018","1","1","101","036","1","018","04","2023","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",121,"1","1","8","3","1","2","","","2","347","08486"
"1801269","06","1","01","180126906101","180126906101","1801269061","180126906","18","2","1","1","018","1","1","101","023","1","018","04","2022","1","221","7","43","2","2","02","2","260","","","7","043","10","2022","3","03","1","01",126,"1","1","5","2","1","1","06","1","2","347","08487"
"1801273","18","1","01","180127318101","","1801273181","180127318","18","2","1","3","221","2","3","301","018","1","018","11","2022","1","221","7","17","5","4","04","1","221","7","17","","","","","","","","",108,"1","1","4","2","1","2","","","2","347","08488"
"1801296","03","1","01","180129603101","180129603101","1801296031","180129603","18","2","1","1","018","1","1","101","044","1","018","06","2022","1","221","7","10","2","2","02","2","260","","","7","010","12","2022","9","12","1","01",128,"1","1","9","3","1","1","06","1","2","347","08489"
"1801296","14","1","01","180129614101","180129614102","1801296141","180129614","18","2","1","1","018","2","3","301","018","1","018","08","2022","1","221","1","01","3","3","03","2","260","","","1","001","02","2023","1","01","1","02",128,"1","1","4","2","1","1","06","1","2","347","08489"
"1801296","14","1","02","180129614102","180129614101","1801296141","180129614","18","2","1","1","018","2","1","101","043","1","018","08","2022","1","221","1","01","3","3","03","2","260","","","1","001","11","2022","2","02","1","01",128,"1","1","9","3","1","1","03","1","2","347","08489"
"1801296","19","1","01","180129619101","","1801296191","180129619","18","2","1","1","018","1","2","201","034","1","018","06","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",128,"1","1","7","3","1","2","","","2","347","08489"
"1801296","20","1","01","180129620101","","1801296201","180129620","18","2","1","1","018","1","1","101","043","1","018","04","2023","1","221","7","10","2","2","02","1","221","7","14","","","","","","","","",128,"1","1","9","3","1","2","","","2","347","08489"
"1801297","17","1","01","180129717101","","1801297171","180129717","18","2","1","1","018","1","2","201","033","1","018","03","2023","1","221","7","23","2","2","02","1","221","7","23","","","","","","","","",110,"1","1","7","3","1","2","","","2","347","08490"
"1801317","06","1","01","180131706101","","1801317061","180131706","18","2","1","1","018","1","3","301","016","1","018","09","2022","1","221","7","48","7","1","01","1","221","7","48","","","","","","","","",112,"1","1","4","1","2","2","","","3","348","08493"
"1801327","02","1","01","180132702101","","1801327021","180132702","18","2","1","2","014","2","8","403","027","1","018","05","2022","1","221","1","01","3","1","01","1","221","1","01","","","","","","","","",135,"1","1","6","2","1","2","","","3","348","08494"
"1801394","18","1","02","180139418102","","1801394181","180139418","18","3","1","1","018","1","3","301","029","1","018","05","2021","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",103,"1","2","6","2","2","2","","","2","349","08498"
"1801407","01","1","01","180140701101","180140701101","1801407011","180140701","18","3","1","1","018","1","1","101","051","2","002","99","2020","1","221","1","01","5","1","01","2","260","","","1","001","99","9999","8","08","1","01",114,"1","2","11","3","1","1","99","9","2","349","08500"
"1801436","03","1","01","180143603101","","1801436031","180143603","18","3","1","1","018","2","3","301","016","1","018","06","2021","1","221","1","01","5","3","03","1","221","1","01","","","","","","","","",110,"1","2","4","1","1","2","","","2","349","08503"
"1801436","18","1","01","180143618101","180143618101","1801436181","180143618","18","3","1","1","018","1","1","101","054","1","018","10","2021","2","528","","","","2","02","2","260","","","8","527","02","2023","3","03","1","01",110,"1","2","11","3","","1","16","2","2","349","08503"
